Song lyrics	Mood	Offensive
abke jo muh ko moda, abke jo dil ko toda	0	0
to to to to	0	0
achchha toh hum chalte hain	0	0
parachhaai bhi ho teri to thokar se maar de	0	0
hotho pe tere, kabhi pyaas aati nahi	0	0
mathe pe sinduri surat	0	0
kitne hi setho ki bhari jebe ho gayi khali	0	0
samjhe na tum haye samjhe na hum hoye 	0	0
he tu na mili to	0	0
maine kaha kaam to bataayiye, kaam, ha	0	0
baithe motar pe gori 	0	0
are kaam badal jaate hai	0	0
daalo si jhumati mai saajan se aa mila hun	0	0
ashkon kaa kaarvaan	0	0
har sitam yah sochakar ham sah gaye	0	0
garibon kaa pasina bah raha hai 	0	0
chandi ki 	0	0
los angeles bhadakila jaha hollywood hai ragila	0	0
phul se jyada najuk ho tum	0	0
dil ko toh khona hai khona hai kho jaye	0	0
sone ka chabutra uspe nache mor	0	0
us julf ke kurban lab-o-ruksar ke sadke	0	0
dekho mera hal dekhte ho na dekho na yar kya hua	0	0
mai yu hee mast nagme lutata rahu	0	0
samane mere sawariya	0	0
ek kali muskayi thi, man bhaure ko bhayi thi	0	0
dil ki bate  dil hi jane aankhe chhede sau afsane	0	0
dhanno ki aankho me hai raat kaa surmaa	0	0
mujhko bataa de mere habeeb	0	0
issaro ko ager samjho to raz ko raz ko rahne do	0	0
kah rahi hai nazar nazar se afasaane	0	0
to chhat par aaja goriye	0	0
aawaj du kisko koi tham le mujhko	0	0
aaja re, mai to kab se khadi is paar	0	0
ishq tera aag hai to isme jalte jaayenge	0	0
ho o ho o ho o	0	0
kaun na ab hogaa fidaa	0	0
jaha dil jhuka tha wahi sar jhuka	0	0
jitna aata hai aane de aane de jitna jata hai jane de	0	0
aaj ki taza khabar aao kaka ji idhar 	0	0
ban ke tamasha mele me aaya 	0	0
mere khabo ki shahazadi, mai hun aqabar ilahabadi	0	0
halka sa galo pe hai ek pimple	0	0
ik matavale ne haay mera dil luta 	0	0
chhed man ka sitaar raahi matwaale 	0	0
aaj somvaar hai, are baaba hai 	0	0
mere man ka ye darpan gaya hai nikhar	0	0
yeh vakt yeh jamana, jab naa lage suhana	0	0
ye kahin toot jayega, ye kahin phoot jayega	0	0
lagi nazariya tori jadu bhari ho	0	0
nahi nahin ke teri meri nahin nibhni	0	0
pyar manga hai tumhi se naa inkar karo	0	0
iss bairan birha ne jaane kitno ke dil tode	0	0
aandhi ne roka pani ne toka duniya ne hanskar pukara	0	0
ki chhaya teri dolti hai mere angana 	0	0
bada sarmayo hoti	0	0
kai sadiyo se, kai janamo se	0	0
main akela bahut der chalta raha 	0	0
gujaraati maa bole tane prem karu chhun, chhun, chhun	0	0
subah sham na hoti	0	0
hayya hayya ya ya ya tumne pyar se hamko ek bar 	0	0
baharo ne apna nashe man na jalta	0	0
tu bhi de gayi dhaka 	0	0
bol ri kathputli dori kaun sang bandhi	0	0
kyoki sifar pyar karne vale jane hai ki	0	0
kaisi na ho meri har bat adhuri, abhi hu adha divana	0	0
jaise mudat se yu hi sath raha ho apna	0	0
jo bhi ho meri is prem-kahani ka  	0	0
tere bina rat na jaye	0	0
kaisa sidha sada mai kaisa bhola bhala, han han	0	0
(bigade dil shahazaade) - 2	0	0
abb toh inhi nashe ke dhago, se dil sina sikh liya	0	0
ham donon do premi	0	0
thandi thandi hawa mein dil lalchaye	0	0
zindagi ek ehsas hai, tute dil ki koi aas hai 	0	0
naadaan yah dil meraa majbur hai	0	0
zinda hai jo izzat se vahi izzat se marega	0	0
aaj milane me naa ulajhan hai naa rusavayi hai	0	0
koi dil na degaa anaadi anajaan ko	0	0
nahi dil ke rogi hote hai	0	0
baqi jo hai sab nakli hai kaisi doli kya barati 	0	0
chhedo dhun matwaalon ki behki behki chaalon ki	0	0
pyaalo ke sine	0	0
ham vafaa karake bhi tanahaa rah gae	0	0
usaki jyot me thaa bal re sachchaai kaa	0	0
maanaa ho tum, behad hasi	0	0
kaha aavaaz de tumako kaha ho	0	0
teri ek bund ke pyase hum, teri ek bund ke pyase hum	0	0
agar mud ke idhar dekho mere masum katil	0	0
ek rasta aha aha do rahi aha aha, ek rasta	0	0
takkar thi bade zor ki dushman bhi tha dana	0	0
nach meri jan fata fat	0	0
deevana mastana mausam aaya hai  	0	0
na janu piya kisne churay liya	0	0
zaraa pi aur ji 	0	0
ye lo mai, ye lo mai	0	0
ho mere saajna	0	0
tumhari reshmi julfo me	0	0
mubarak ho sab ko sama ye suhana	0	0
chhod jag taro me pahunchi, wahan bhi yahi pukar	0	0
oye jeck and jill went up the hill	0	0
haay haay haay jhumka giraa re bareli ke bazaar me	0	0
dur dur gali gali abb toh baat phail chali	0	0
chor chor chor, bhaag pardesi baabu	0	0
kyu na jaha do dil milte hai, svarg vaha bas jaata hai	0	0
bachhe bhi khilaaoge, khilaaunga	0	0
mit gaya kajara mitne do, kahe ka dar hai bali umar hai	0	0
hohoho ab na koi dhukha hoga aur na koi pyasa	0	0
sadhe panch ko lekar gadi, tumse milne bhaga	0	0
chidiya jaisi udti firti kya mastani gudiya	0	0
chhupna hai bekar raste raste 	0	0
ab sochun nahi bhule, vo saavan ke jhule	0	0
kabhi dono hansate hai, kabhi dono rote hai 	0	0
pyar se pukaar lo jaha ho tum	0	0
munne ko manayenge hum dudh malai khayenge 	0	0
tera wajood hai ab	0	0
aaja re	0	0
mera suraj aisa rutha	0	0
mithi mithi batiyo me bhool ke na aana	0	0
tujhse bichhad ke bhi o bekhabar tere hi gham me jalte rahe	0	0
pagal pagal pagal pagal	0	0
gaalon mein gulaabipan aankhon mein sharabipan	0	0
suhag rat hai ghunghat utha raha hu mai	0	0
o musaafir tu jaayega kaha 	0	0
chamatkar dikhlaye	0	0
tod na dena sathi dil ki dor, jiwan me ek baar aana singapur	0	0
kitne mithe hai lab tere jan-e-gazal tu bura bhi kahe to lage hai bhala	0	0
wo jamana kah raha hai ke fasana	0	0
tumhe dekh ke maine mana, wo thik kaha karte the 	0	0
dil ki salami le le	0	0
bhool gayi sab bachan bidaa ke	0	0
insaan jab tak bachcha hai, tab tak samajho sachha hai	0	0
dekho kya khub jachi hai dulhe ki bholi surat	0	0
phire hai dar badar mara	0	0
kahta tha chahoon tujhko jee se	0	0
ek sukh paya maine sau dukh sehake, chup chup rah ke	0	0
ae dil jara sambhal ja shayad wo aa gaya hai	0	0
jisne yeh pahnaayi hai us dildar ke sadke	0	0
tumhaare liye hai tumhaare rahege	0	0
mai toh chala jidhar chale rasta ........	0	0
ho piya ghar aa re aa re aa re aa re aa re 	0	0
ae meri umar ke naujawano, dil naa lagana o deewano	0	0
mai ja ke khidki pe baithungi solah singar kar ke	0	0
har koi pap ke dhandhe me laga rahta hai 	0	0
yeh ghat too yeh bant kahi bhul naa jana	0	0
aai rut mastaani kab aayegi tu	0	0
tadapti huyi zindgani milegi	0	0
jane kahan le jaye dard bhara ye dil	0	0
ghayal si ek nar raste raste	0	0
aas milne ki tadapane lagi	0	0
ho ho ke behal balma ye satrangi chal	0	0
yaro ko to jine ka bahaana chaahiye	0	0
nam peh tere jayegee yek din dilabar mere	0	0
yaad karegee duniya, teraa meraa afsaana	0	0
ghughru ki chhmchhm, ban gayi dil ka gam	0	0
thahro thahro tumne bhi to mera chain churaya	0	0
na apna chain khokar aapka ham chain khoyege	0	0
kaliyo ne ghunghat khole har phul pe bhawra dole	0	0
moti na lunga hire na lunga	0	0
sangeet ka jo premi wo kismat waala hai 	0	0
us dwar se bhee dukh dur rahe, jis dwar se teraa dwar mile	0	0
ye sut mera dekho ye but mera dekho 	0	0
huye gulabi, lal sunhare rang dal badal ke	0	0
bin tere har raat udaasi, o 	0	0
husn pe to asar hone waala nahin 	0	0
boli jo shama 	0	0
jayegi dil mera lekar samajh ke anadi balama	0	0
nazani gulbadan ankhe hai maikhana	0	0
dil jo bhi kahega manege duniya me hamara dil hi to hai 	0	0
baithe the kinare pe maujo ke ishare pe	0	0
maine puchha chand se	0	0
pyaar par bas to nahi hai	0	0
dhat chaar sau bis, aavara	0	0
yad hai mujhko tune kaha tha	0	0
o o o chhod  do aanchal jamaana kya kahega	0	0
hai koyi najar vala, ra ra ra ra	0	0
naam abdul hai mera, kya, ha	0	0
aahaahaa  tum bhi dil deke jal jana sikho ji, kaise	0	0
har ek kasam dekho tut gayi	0	0
hoga masiha saamne tere, 	0	0
rimjhim rimjhim chhamchham gungun	0	0
pahachano anjano ko	0	0
kaise judiyo se ped ugaaye	0	0
inhi adao par to haye apna dil aaya hai	0	0
baanki adaye haay re ghazab	0	0
naino vali ne, bholi bhali ne, haay mera dil luta 	0	0
ho maine pyar kiya oy hoy kya jurm kiya	0	0
wo naa kahenge to khudkashi bhi kar jaunga main yaaro 	0	0
kabhi kisiko dil diya diya, maine bhi diya	0	0
mujhe matlab nahi hai chaman se	0	0
hote kahin hum aur tum, khwabo ki rangin vadi me gum	0	0
mera naam raju gharana anam	0	0
kaun hai apna kaun paraya	0	0
aaj sabar kaa bhee haath hamse chhutane laga	0	0
masti ki raho me, had se gujar jaye	0	0
duniyaa ne saath chhod aa	0	0
hoy hoy lagi huyi thi us mele mein	0	0
samazi jab ankho ne, anakhon ki baten	0	0
tere mere bich me kaisa hai yeh bandhan anjana	0	0
utri ho jaise koyi pari asman se	0	0
yeh waada haan waada ye waada raha	0	0
un raho ko hamne mod diya	0	0
jo dhunde wo paye phir bhi hath na aaye, ha	0	0
husn ki aag me khamosh jala karte hain	0	0
chalte chalte, chalte chalte	0	0
samay tu dhire dhire chal	0	0
mithi pyar ki bate, mithi pyar ki bate	0	0
lekin khaayi maat re 	0	0
lachakaaiye shaakh-e-badan, laharaaiye zulpho ki shaam	0	0
ambua ki dali pe gaye matavali koyaliya kali nirali	0	0
chij badee hai pyar mohabbat 	0	0
o jaao jaao jao mere dildar ko bulao	0	0
gul khilate hai apne milan se	0	0
do naino ki palki mere pyare dulha ki o mere raja dulha ki	0	0
jaate ho jaane jaana aakhri salaam lete jaana	0	0
maine dekha hai ki gaate huye jharno ke krib 	0	0
paayal baajegi, gori naachegi 	0	0
insaa ki chahat bhari kalpanane	0	0
lagta hai jaise sare sansaar ki shaadi hai	0	0
kya khub cha cha cha, oh great cha cha cha	0	0
tuti-phuti sahi chal jae thik hai	0	0
dhoka na khana	0	0
gaaon ko dhokha de aayi	0	0
waise mai bhi to waise mai bhi to karta hu tujhko pyar	0	0
tere mere bich me kaisa hai yeh bandhan anjana 	0	0
sau baar sambhala dil ko, par hoke raha bekabu	0	0
waqt wo aane wala	0	0
manzil paas aajayegi hooo	0	0
pyar mohabbat kya samjhaye isko ram aur shyam	0	0
safar ke wakt me palak pe motiyo ko taulti	0	0
de dungi jan juda mat hona re	0	0
ek ek din ab lagta hai ek sal, tere bina ab mera bhi hai yahi hal	0	0
log sunte hain sare ahista ahista	0	0
mujh ko sab manzur hai phir dilli kya dur hai	0	0
dekh jara matwali	0	0
jhilmil jhilmil hilmil hilmil 	0	0
mili mujhako jannat toh, jannat ke badale	0	0
baithe rahe tasawwur-e-jaana kiye huye	0	0
humka, ke humka, ke hamka 	0	0
in sab ka kya kam waha jaha shyam ne bansi bajai re 	0	0
is dil ka bura ho jis ne 	0	0
maine to qismat, maine to qismat	0	0
manzil apni paayenge jiwan ke taraane mil ke	0	0
chahane valo ko kabhi, tune sitam bhi na diya 	0	0
tere bina zindagi se koi, shikava to nahi 	0	0
jaise ke jal me lagi ho agan	0	0
aankho me basalo surme kaa kya kam hai	0	0
ho chal baithen church ke pichhe	0	0
shikava nahi shikva nahi, shikava nahi	0	0
jiine de chaahe tu maar daale	0	0
tujhse milake zidagani hay kitani suhani ho gayi	0	0
phulo ke mausam me, phulo ke mausam me	0	0
bhul koi humse na ho jaaye	0	0
ek pal mein ho gaye	0	0
aaj to, kuchh naya, rag hai apaka	0	0
nind nahi kya aayi nind meri aap ne churayi	0	0
are, kahe ki sharam hai kudiye, jaldi karana	0	0
o mr. benjo ishara to samjho	0	0
ho ho aah ha	0	0
chal tu meraa anchal thaam ke, ajane raste is gaav ke	0	0
jinke darshno ko duniya tarasti hain 	0	0
achchi teri meri jodi ki lut gaye dono ho fas gaye dono	0	0
phir oo sathiya, arey bin tere rahungi kya	0	0
moko moko nadekhe jara tikde ye 	0	0
sag sag chale mere, mare age pichhe fere, samajhun mai tere irade	0	0
aa rahi hai ye sada 	0	0
kuch kah le kuch kar le ye sansar hum premi hai hum to karenge pyar	0	0
har koyee insan har koyee insan	0	0
dharati kahe pukar ke, bij bichha le pyar ke	0	0
is dil ke dhokhe me rah lo, kuchh bhi sun lo kuchh bhi kah lo	0	0
lagu jhumne me surur aa na jaye 	0	0
khud chun le ye jeevansathi shadi se pehle karti hai 	0	0
ye banane na de meri salma ko meri dulhan	0	0
kar de sharaabi jise chaahe jise chaahe	0	0
tu bhi muskura le ma	0	0
i am sorry, i am sorry	0	0
kisi pal aaye yahi aas lagaye	0	0
gusse me jo ulajhi hai aao to wo lat main sulajha du	0	0
tu phul bane patzad ka tujhpe bahar na aaye kabhi	0	0
matlab hai tera ban ke jogan, sat fero me tere bandhan	0	0
pyar ka suraj dil ka ujala	0	0
tu jidhar kaa rukh karegaa, meraa saayaa, saath hogaa 	0	0
dhadkan ko chheda naa dil se hi khele, kash aaj rat ham hote akele	0	0
kisi ki ho chuki badnaam aabaru na kar	0	0
mujhko chume, dil to jhume, aankh magar jhuk jaye	0	0
pipal ka ye patta nahi, kaagaj ka ye tukda nahi	0	0
chup ke duniya fir kyu na mil jaye hum	0	0
pyar kiya hai pyar ko janu	0	0
usne to kaha har bat ko ishare mein	0	0
yaara o yaara ishq ne maara	0	0
nikaalo paise nikaalo	0	0
ho gayi are ho gayi bgawat sadko pe, aaye kyamat ladko pe 	0	0
e chitavan ke gori maane to samjhaa jaa re	0	0
aa tu ban jaa raja	0	0
lijie ye daaman pasina zara pochhiye	0	0
kisi ko apna bana ke chhod de, aisa koyi nahi karta	0	0
itna ruk ruk	0	0
na mai sindhi, na mai marathi, na mai hu gujarati	0	0
yeh toh vahashi hai tumhin hosh me aao logo	0	0
ke jahaan meraa yaar basta	0	0
khilte rahe hotho ke gulab aur jyada	0	0
   aisaa sudar sapanaa apanaa jivan hogaa	0	0
mil gaya hamko sathi mil gaya	0	0
aayengi bahare to abke unhe kehna jara itna sune	0	0
mai to bhul chali babul ka des 	0	0
lekin jhalak mere khwaabo me hogi	0	0
ji ha jara yeh bhi kahiye, aag laga ke chali ho o 	0	0
la: mai raahi meri mazil hai tu	0	0
mere jivan sathi	0	0
naukar ho yaa maalik, lidar ho yaa pabalik	0	0
ab jo milna achchha ji 	0	0
jab pyar kiya to darana kya	0	0
o tumpe hajaro ki aankhe, chahiye tumko sahara ho	0	0
milane do saya, tapate badan ko	0	0
ek sharth rakh lo, mango javani de de	0	0
chocolate, biscuit, toffee khate aur pite duddu	0	0
dil men jo pyar ho to, aag bhi phul hai	0	0
koi kya jaane kaha hai seema, uljhan aan padi	0	0
ye rut pyaar ki judaai mein hi guzar jaayegi 	0	0
dil me rakh lenaa ise haatho se ye chhute na kahi	0	0
mera dil to chaahe aaj ki raat milan ki raat ho	0	0
baazi praan ki baazi praan ki	0	0
are maut aani hai aayegi ik din	0	0
bistar pe litado	0	0
khuda ka vasta dekar manalun dur hun lekin 	0	0
jaan ki kasam sach kehte hai 	0	0
o mere man ki ye doli meri sundar dulhan ki	0	0
najr oki pyas bujha mera bichada yar mila	0	0
rang hai nashila, ang ang hai nasila	0	0
rangi ko naarangi kahe, bane dudh ko khoya	0	0
yar bina koi yaha kaise jiye kaise jiye 	0	0
dar ke bijli se achaanak wo lipatna uska	0	0
aye ri mohe to tu lagati hai koi saheli bachpan ki	0	0
yaad me roti rahungi teri dinaraat balam	0	0
dhdakane lage dil ki taaro ki duniyan	0	0
kya sama hai tu kah hai	0	0
per na bole tum bedardi, tumpe ulfat ki maar	0	0
agar jal kar kisi majbur ne fariyaad kar daali	0	0
bajne do ek taara kholo zara fawwara	0	0
baz dil wale bhi kamzor hua karte hai	0	0
	tu hai to har 	0	0
itne me banduk chali bhai gaaw me aaye daku	0	0
jab jab jhum ke nikale ham, jaan ke pad jaye lale	0	0
chamka chamka subah ka tara   	0	0
style se uthe qadam, sina zyaada to pet kam	0	0
isako budhaa bhi jo pile to javaani aaye	0	0
ke mausam hai deewana 	0	0
aapki nazro ne samjha	0	0
tum to basi ho gori man me humare	0	0
suna hain ke too bewafa ho gaya	0	0
na mit sake nasibo ke kalam ki shyahi 	0	0
hairan hu ki aapko is khat me kya likhu 	0	0
meri adat hai, aksar mai bhul jata hu	0	0
chhota safar ho lamba safar ho sooni dagar ho ya mela	0	0
aaj main aazaad hu duniya ki chaman me	0	0
sapno key pas pahunchake sapno se duree, aisa naa ho sang kisee key	0	0
bade hain dil ke kale 	0	0
chhodo diwanapan, aji janab man kaha	0	0
he mera kya nam hai, anajana	0	0
is saagar ki laharo jaisi duniya aani-jaani hai	0	0
meri duniyaa ye nazare hai	0	0
log kare badnami, kaise ye duniya vale	0	0
main bhi sehara baandh ke baithu bich bhari mehfil ke	0	0
ni:	o noori noori	0	0
lipat ke kitne bhi pao se, ye puchhate ho kaha chale	0	0
kuchh le ke jaayege ho kuchh de ke jaayege	0	0
apane aage sabhi jhuke hai, kyaa raajaa kyaa sainik 	0	0
pyar to thik hai shadi se darte hai	0	0
dekhte hi rah gaye hum yaaro	0	0
alright i teach you something else	0	0
yaari hai! 	0	0
dil ki yeh saugat laye hai, laye hai	0	0
ye kahengi hare kanch ki chudiya 	0	0
ye raat ye dagiye ye insan ye mahina	0	0
diwane hai diwaano ko na ghar chahiye na dar chaahiye	0	0
karavate badalate rahe saari raat ham	0	0
yeh toh hai tera diwana, mai karu kya	0	0
aabad ho dil ka virana	0	0
vaqt hai phulo ki sej vaqt hai kaanto kaa taaj	0	0
dhul me na pheke kisi aisi bhul ko	0	0
ye bahki fizaaye, ye jhulti havaayen 	0	0
mano na tum to paas aake dekhlo	0	0
daavaa nahi hai koi zor nahi hai	0	0
kaha mai gayi thi, mai to gayi thi karne ser gali me	0	0
dil me jab tak hai pyar tera	0	0
chahe lakh karo tum puja tirath karo hajar	0	0
jaam uthaale, aa aa, munh se lagaale, aa aa	0	0
andar aa jaao sardi badi hai	0	0
kabhi ham tum bhi milte the	0	0
ik chiz mangate hai hum tumse pahli baar	0	0
 tere binaa mai na rahun	0	0
dushman hai hazaro yaha jaan ke, jara milna najar pehchanke 	0	0
naa kuchh fikr naa koi dar	0	0
dil kaa hameshaa se hai dushman zamaanaa	0	0
ya radha hai ya seeta hai ya jhansi ki rani	0	0
raushni chali gayi rah gayaa dhuaan dhuaan	0	0
kitna madhur safar hai tu mera hamsafar hai	0	0
bhahar ki chori tu to lage chor lafanga 	0	0
tu jaha aaya hai vo tera - ghar nahi, gaanv nahi	0	0
tu kaha, mai kaha hai yahi mujhko ghum	0	0
zindagi ek safar hai suhana	0	0
kyaa rah gayaa hai is zindagi me	0	0
jhumka giraa re haay	0	0
saiya ghayal kiya re tune mora jigar	0	0
ban jate hai sab majnu	0	0
hum nahi hamare saye the	0	0
phul si khil ke, paas aa dil ke	0	0
prabhu ke patho me pado chand sitaro	0	0
chalo chale mann sapano ke ganv me	0	0
apni amma aur apni joru ki sar pe hath rakhke	0	0
kahi apni ummido ka koi phul na murajhaaye	0	0
ithalaate huye lehraate huye tarsate huye	0	0
jisko abhi sadiyo tak ye khel rachana hai	0	0
buddhi ke chakkar me tu kayeko kayeko kayeko padela	0	0
dhani chunari pahan	0	0
bolo subah sham hare krishna hare ram	0	0
apni mehki huyi zulfo ka sahara de de	0	0
ankhiyo me rainaa gayi nindiyaa na aai	0	0
apani jaan bachaa lo baabu varanaa dibbaa gul hai	0	0
dil tute ho sath chhute phir bhi tu pichhe aaye, ha	0	0
ek dil aur sau afsane, haye mohabbat haye zamane	0	0
sunke teri pukar, sang chalae ko tere koi ho na ho taiyar 	0	0
macha diya shor	0	0
aaj jo sar ko jhukaayaa to mujhe yaad aayaa	0	0
aa jayenge jab apni par taaro ko tod ke layenge	0	0
jin aankho me paani na ho	0	0
daftar me chhuti ho to mat hona gum se bojhal  	0	0
sabki udaye khilli sohar bahar sher bane par	0	0
ngamo ki masti hai meri jawani me	0	0
dhire se jana khatiyan o khatmal 	0	0
hakumat hai meri dariya samundar or kinaro par	0	0
na daregi na rukegi, dekhe kya ho kaha dil ne	0	0
yahi neeli si ankhon wale	0	0
kabhi aar kabhi paar laga tir-e-najar	0	0
re mit na milaa re man kaa	0	0
aate hi mast bahaaro ke dulhan ki tarah har khet saje,	0	0
ja re ja footpath pe tujhko ho ho 	0	0
muthukodi kawadi hada amma 	0	0
sakta ek din to pachhatana hai	0	0
phir bhi yeh naam honthon pe na ho	0	0
inkaa bholaapan miltaa hai, sabko baanh pasaare	0	0
koi patthar se naa mare mere divane ko	0	0
koi shahar is naam ka	0	0
han han ji maine dekha dekha ji maine dekha	0	0
off ho chhodo na jamana to hai noakr biwi ka	0	0
jaise kaali ghata baharo me	0	0
mere sajna teri zindgani rahe, zindgani rahe	0	0
ek do teen char raju dada ke chele hoshiyar	0	0
oye hoye	0	0
ek rupaiya bhada, paisenjar itna jada 	0	0
pyaar ki qasam, sag rahege ham nil gagan ki chhaanv me	0	0
kitna badal gaya inasan 	0	0
lakh ladi main apne jee se 	0	0
ek tu hi man ko hai bhayi sajana	0	0
kahte hai ki gaalib ka hai andaaz-e-bayan aur	0	0
jhume laharae, nayana mil jaye nain se	0	0
	0	0
